date,site_id,client_id,item_id,day_type,effective_headcount,shift,qty_drawn
2025-05-22,North_01,CLIENT-001,ITM-01,Weekday,77,A,4.0
2025-05-20,South_01,CLIENT-016,ITM-02,Weekday,68,A,0.5
2025-12-07,Central_01,CLIENT-024,ITM-03,Weekend,8,A,1.0
2025-07-07,East_01,CLIENT-032,ITM-02,Weekday,28,A,0.5
2025-07-11,North_02,CLIENT-011,ITM-01,Weekday,74,A,4.0
2025-05-07,East_01,CLIENT-026,ITM-01,Weekday,27,A,1.0
2025-01-30,South_01,CLIENT-017,ITM-02,Weekday,98,A,1.0
2025-02-21,North_02,CLIENT-011,ITM-03,Weekday,74,A,6.0
2025-09-27,North_01,CLIENT-005,ITM-01,Weekend,10,A,1.0
2025-07-21,South_01,CLIENT-018,ITM-01,Weekday,105,A,7.0
2025-12-18,North_02,CLIENT-011,ITM-04,Weekday,75,A,1.0
2025-06-24,North_01,CLIENT-003,ITM-01,Weekday,82,A,5.0
2025-12-05,North_02,CLIENT-012,ITM-03,Weekday,91,A,9.0
2025-01-27,Central_01,CLIENT-021,ITM-03,Weekday,87,A,9.0
2025-01-06,North_02,CLIENT-008,ITM-03,Weekday,62,A,6.0
2025-02-09,North_02,CLIENT-011,ITM-02,Weekday,70,A,0.5
2025-07-01,North_02,CLIENT-008,ITM-01,Weekday,84,A,6.0
2025-11-18,East_01,CLIENT-032,ITM-01,Weekday,31,A,1.0
2025-02-15,East_01,CLIENT-026,ITM-01,Weekday,27,A,1.0
2025-04-03,South_01,CLIENT-017,ITM-09,Weekday,94,A,1.0
2025-04-15,South_01,CLIENT-018,ITM-10,Weekday,105,A,1.0
2025-08-13,South_01,CLIENT-015,ITM-10,Weekday,136,A,2.0
2025-08-14,North_01,CLIENT-001,ITM-01,Weekday,69,A,3.0
2025-02-24,North_01,CLIENT-002,ITM-09,Weekday,93,A,1.0
2025-06-17,North_02,CLIENT-010,ITM-04,Weekday,107,A,1.0
2025-01-04,North_02,CLIENT-010,ITM-04,Weekday,114,A,1.0
2025-12-03,South_01,CLIENT-018,ITM-01,Weekday,107,A,6.0
2025-01-03,Central_01,CLIENT-021,ITM-04,Weekday,83,A,1.0
2025-05-31,Central_01,CLIENT-024,ITM-03,Weekend,9,A,1.0
2025-09-22,Central_01,CLIENT-021,ITM-08,Weekday,71,A,1.0
2025-02-26,East_01,CLIENT-031,ITM-01,Weekday,21,A,1.0
2025-02-25,North_01,CLIENT-006,ITM-03,Weekday,99,A,9.0
2025-11-29,North_02,CLIENT-008,ITM-03,Weekend,10,A,1.0
2025-07-10,North_02,CLIENT-008,ITM-03,Weekday,85,A,8.0
2025-06-16,Central_01,CLIENT-022,ITM-04,Weekday,43,A,1.0
2025-09-18,Central_01,CLIENT-020,ITM-03,Weekday,24,A,
2025-06-02,North_01,CLIENT-005,ITM-02,Weekday,92,A,1.0
2025-12-02,East_01,CLIENT-028,ITM-03,Weekday,37,A,4.0
2025-04-26,North_02,CLIENT-011,ITM-09,Weekday,76,A,1.0
2025-06-13,East_01,CLIENT-027,ITM-01,Weekday,40,A,2.0
2025-04-30,North_02,CLIENT-010,ITM-03,Weekday,120,A,13.0
2025-11-04,South_01,CLIENT-014,ITM-01,Weekday,113,A,6.0
2025-12-28,North_02,CLIENT-007,ITM-03,Weekend,11,A,1.0
2025-10-17,North_02,CLIENT-010,ITM-01,Weekday,124,A,5.0
2025-12-02,South_01,CLIENT-017,ITM-03,Weekday,116,B,3.0
2025-02-17,North_02,CLIENT-012,ITM-04,Weekday,90,A,1.0
2025-10-10,North_01,CLIENT-003,ITM-07,Weekday,82,A,1.0
2025-06-11,Central_01,CLIENT-024,ITM-04,Weekday,140,A,1.0
2025-09-04,South_01,CLIENT-019,ITM-04,Weekday,107,A,1.0
2025-04-03,East_01,CLIENT-028,ITM-01,Weekday,27,A,1.0
2025-06-13,East_01,CLIENT-030,ITM-01,Weekday,127,A,5.0
2025-11-24,Central_01,CLIENT-024,ITM-10,Weekday,128,A,1.0
2025-09-02,South_01,CLIENT-015,ITM-03,Weekday,120,A,14.0
2025-09-19,North_01,CLIENT-003,ITM-02,Weekday,76,A,1.0
2025-09-04,East_01,CLIENT-032,ITM-01,Weekday,25,A,1.0
2025-04-07,North_01,CLIENT-006,ITM-10,Weekday,83,A,1.0
2025-04-28,South_01,CLIENT-019,ITM-03,Weekday,113,A,12.0
2025-09-05,Central_01,CLIENT-024,ITM-09,Weekday,137,A,1.0
2025-05-10,East_01,CLIENT-030,ITM-03,Weekend,9,A,1.0
2025-02-03,East_01,CLIENT-031,ITM-03,Weekday,22,A,2.0
2025-09-02,North_02,CLIENT-008,ITM-10,Weekday,75,A,1.0
2025-11-01,North_02,CLIENT-012,ITM-02,Weekday,93,A,1.0
2025-04-08,Central_01,CLIENT-025,ITM-03,Weekday,22,A,2.0
2025-01-24,East_01,CLIENT-032,ITM-03,Weekday,25,A,2.0
2025-04-10,Central_01,CLIENT-021,ITM-10,Weekday,77,A,1.0
2025-02-01,North_02,CLIENT-012,ITM-02,Weekday,90,A,1.0
2025-11-24,East_01,CLIENT-031,ITM-03,Weekday,22,A,2.0
2025-10-09,Central_01,CLIENT-021,ITM-03,Weekday,74,A,9.0
2025-10-13,North_01,CLIENT-005,ITM-02,Weekday,84,A,0.5
2025-05-06,North_01,CLIENT-006,ITM-09,Weekday,82,A,1.0
2025-03-16,North_01,CLIENT-003,ITM-03,Weekend,9,A,1.0
2025-11-25,East_01,CLIENT-028,ITM-01,Weekday,37,A,2.0
2025-02-27,Central_01,CLIENT-024,ITM-03,Weekday,127,B,5.0
2025-06-20,North_01,CLIENT-004,ITM-01,Weekday,36,A,2.0
2025-12-26,South_01,CLIENT-018,ITM-02,Weekday,106,A,1.0
2025-10-22,East_01,CLIENT-030,ITM-02,Weekday,111,A,1.0
2025-09-10,East_01,CLIENT-028,ITM-05,Weekday,39,A,1.0
2025-03-02,South_01,CLIENT-018,ITM-03,Weekend,8,A,1.0
2025-06-19,North_02,CLIENT-007,ITM-01,Weekday,76,A,5.0
2025-10-09,North_02,CLIENT-011,ITM-10,Weekday,70,A,1.0
2025-12-15,South_01,CLIENT-017,ITM-10,Weekday,106,A,1.0
2025-04-10,East_01,CLIENT-026,ITM-09,Weekday,31,A,1.0
2025-01-21,North_02,CLIENT-012,ITM-10,Weekday,83,A,1.0
2025-06-20,Central_01,CLIENT-023,ITM-08,Weekday,30,A,1.0
2025-05-19,Central_01,CLIENT-021,ITM-03,Weekday,75,A,9.0
2025-10-17,North_02,CLIENT-011,ITM-09,Weekday,77,A,1.0
2025-03-29,North_02,CLIENT-012,ITM-01,Weekday,87,A,5.0
2025-06-04,South_01,CLIENT-015,ITM-02,Weekday,130,A,1.5
2025-03-13,South_01,CLIENT-018,ITM-10,Weekday,103,A,1.0
2025-05-30,East_01,CLIENT-027,ITM-02,Weekday,39,A,0.5
2025-03-08,North_01,CLIENT-005,ITM-01,Weekend,10,A,1.0
2025-01-16,South_01,CLIENT-014,ITM-09,Weekday,106,A,1.0
2025-03-05,North_02,CLIENT-011,ITM-01,Weekday,75,A,4.0
2025-11-28,South_01,CLIENT-017,ITM-08,Weekday,107,A,1.0
2025-11-20,North_01,CLIENT-005,ITM-10,Weekday,82,A,1.0
2025-07-15,South_01,CLIENT-014,ITM-03,Weekday,110,B,5.0
2025-02-28,North_01,CLIENT-003,ITM-02,Weekday,76,A,1.0
2025-06-11,Central_01,CLIENT-021,ITM-10,Weekday,77,A,1.0
2025-09-11,Central_01,CLIENT-021,ITM-02,Weekday,72,B,0.5
2025-01-03,North_01,CLIENT-003,ITM-10,Weekday,80,A,1.0
2025-05-29,Central_01,CLIENT-020,ITM-03,Weekday,22,A,2.0
2025-11-28,North_02,CLIENT-009,ITM-03,Weekday,30,A,3.0
2025-12-15,South_01,CLIENT-018,ITM-01,Weekday,117,A,6.0
2025-12-03,North_02,CLIENT-008,ITM-03,Weekday,74,A,7.0
2025-03-08,Central_01,CLIENT-024,ITM-03,Weekend,7,A,1.0
2025-01-14,Central_01,CLIENT-024,ITM-02,Weekday,115,A,1.0
2025-03-30,East_01,CLIENT-030,ITM-03,Weekend,11,A,1.0
2025-05-14,East_01,CLIENT-030,ITM-03,Weekday,109,A,12.0
2025-12-26,East_01,CLIENT-028,ITM-09,Weekday,42,A,1.0
2025-02-28,East_01,CLIENT-030,ITM-09,Weekday,118,A,1.0
2025-01-14,North_02,CLIENT-011,ITM-09,Weekday,72,A,1.0
2025-10-19,South_01,CLIENT-015,ITM-04,Weekday,127,A,1.0
2025-12-23,South_01,CLIENT-018,ITM-04,Weekday,112,A,1.0
2025-10-06,North_01,CLIENT-004,ITM-01,Weekday,37,A,2.0
2025-01-16,North_01,CLIENT-003,ITM-02,Weekday,70,A,0.5
2025-11-07,East_01,CLIENT-030,ITM-09,Weekday,104,A,1.0
2025-07-01,East_01,CLIENT-026,ITM-04,Weekday,22,A,1.0
2025-10-24,East_01,CLIENT-032,ITM-01,Weekday,31,A,2.0
2025-05-15,North_02,CLIENT-007,ITM-10,Weekday,88,A,1.0
2025-04-02,South_01,CLIENT-018,ITM-08,Weekday,106,A,1.0
2025-04-08,East_01,CLIENT-030,ITM-10,Weekday,125,A,1.0
2025-11-07,North_01,CLIENT-001,ITM-04,Weekday,70,A,1.0
2025-08-16,North_02,CLIENT-010,ITM-02,Weekday,114,A,1.0
2025-07-11,East_01,CLIENT-028,ITM-01,Weekday,30,A,2.0
2025-07-08,South_01,CLIENT-017,ITM-02,Weekday,99,A,1.0
2025-03-21,South_01,CLIENT-018,ITM-02,Weekday,102,A,1.0
2025-09-19,North_02,CLIENT-012,ITM-01,Weekday,93,A,5.0
2025-03-17,East_01,CLIENT-032,ITM-01,Weekday,27,B,1.0
2025-08-12,East_01,CLIENT-028,ITM-01,Weekday,43,A,2.0
2025-03-03,South_01,CLIENT-016,ITM-04,Weekday,79,A,1.0
2025-09-25,East_01,CLIENT-028,ITM-03,Weekday,41,B,2.0
2025-06-05,East_01,CLIENT-027,ITM-03,Weekday,34,A,4.0
2025-04-15,North_01,CLIENT-006,ITM-02,Weekday,86,A,1.0
2025-10-06,North_01,CLIENT-003,ITM-03,Weekday,78,A,8.0
2025-11-12,North_02,CLIENT-009,ITM-01,Weekday,28,A,2.0
2025-07-31,North_02,CLIENT-011,ITM-02,Weekday,81,A,1.0
2025-04-21,North_02,CLIENT-008,ITM-03,Weekday,77,A,7.0
2025-12-01,North_02,CLIENT-011,ITM-03,Weekday,69,A,7.0
2025-02-15,North_01,CLIENT-003,ITM-01,Weekday,72,A,4.0
2025-11-27,South_01,CLIENT-016,ITM-03,Weekday,69,A,7.0
2025-10-10,East_01,CLIENT-030,ITM-01,Weekday,105,A,6.0
2025-07-29,East_01,CLIENT-027,ITM-01,Weekday,38,A,2.0
2025-01-02,South_01,CLIENT-017,ITM-04,Weekday,86,A,1.0
2025-01-16,Central_01,CLIENT-020,ITM-09,Weekday,23,A,1.0
2025-07-23,North_02,CLIENT-013,ITM-02,Weekday,31,A,0.5
2025-12-12,North_01,CLIENT-001,ITM-03,Weekday,72,A,9.0
2025-01-02,North_01,CLIENT-002,ITM-10,Weekday,102,A,1.0
2025-03-09,South_01,CLIENT-018,ITM-01,Weekend,12,A,1.0
2025-05-31,North_02,CLIENT-012,ITM-10,Weekday,91,A,1.0
2025-05-05,Central_01,CLIENT-024,ITM-04,Weekday,135,A,1.0
2025-11-14,South_01,CLIENT-019,ITM-02,Weekday,111,A,1.0
2025-04-09,North_01,CLIENT-002,ITM-02,Weekday,91,A,1.0
2025-12-02,North_02,CLIENT-008,ITM-03,Weekday,81,A,6.0
2025-01-22,North_01,CLIENT-002,ITM-02,Weekday,98,A,1.0
2025-11-03,North_02,CLIENT-013,ITM-03,Weekday,30,A,3.0
2025-12-20,North_02,CLIENT-011,ITM-03,Weekday,76,A,7.0
2025-11-28,South_01,CLIENT-019,ITM-04,Weekday,116,A,1.0
2025-03-28,South_01,CLIENT-016,ITM-10,Weekday,73,A,1.0
2025-08-10,South_01,CLIENT-015,ITM-10,Weekday,120,A,1.0
2025-11-10,South_01,CLIENT-017,ITM-01,Weekday,116,A,6.0
2025-02-16,South_01,CLIENT-015,ITM-10,Weekday,124,A,1.0
2025-06-04,Central_01,CLIENT-023,ITM-02,Weekday,31,A,0.5
2025-11-19,South_01,CLIENT-019,ITM-10,Weekday,117,A,1.0
2025-06-09,Central_01,CLIENT-020,ITM-04,Weekday,23,A,1.0
2025-01-20,South_01,CLIENT-019,ITM-02,Weekday,107,A,1.0
2025-06-04,South_01,CLIENT-018,ITM-06,Weekday,112,A,1.0
2025-06-04,North_01,CLIENT-002,ITM-10,Weekday,105,A,1.0
2025-09-30,South_01,CLIENT-018,ITM-08,Weekday,109,A,1.0
2025-05-08,East_01,CLIENT-030,ITM-10,Weekday,108,A,1.0
2025-01-16,North_01,CLIENT-005,ITM-10,Weekday,80,A,1.0
2025-06-17,North_01,CLIENT-001,ITM-02,Weekday,81,A,1.0
2025-05-13,North_02,CLIENT-012,ITM-09,Weekday,92,A,1.0
2025-03-12,North_02,CLIENT-013,ITM-03,Weekday,23,A,2.0
2025-09-10,South_01,CLIENT-015,ITM-02,Weekday,120,A,1.0
2025-08-28,South_01,CLIENT-015,ITM-09,Weekday,127,A,1.0
2025-07-22,Central_01,CLIENT-021,ITM-08,Weekday,81,A,1.0
2025-05-26,North_01,CLIENT-002,ITM-01,Weekday,97,B,1.0
2025-07-07,Central_01,CLIENT-020,ITM-09,Weekday,22,A,1.0
2025-12-15,East_01,CLIENT-030,ITM-09,Weekday,118,A,1.0
2025-11-20,North_02,CLIENT-009,ITM-02,Weekday,31,A,0.5
2025-08-25,North_02,CLIENT-010,ITM-03,Weekday,110,A,10.0
2025-07-12,North_01,CLIENT-003,ITM-09,Weekday,83,A,1.0
2025-06-16,North_02,CLIENT-010,ITM-01,Weekday,114,B,2.0
2025-06-17,Central_01,CLIENT-024,ITM-01,Weekday,129,A,8.0
2025-01-07,North_01,CLIENT-001,ITM-01,Weekday,74,A,4.0
2025-07-31,North_01,CLIENT-004,ITM-02,Weekday,38,A,0.5
2025-11-20,East_01,CLIENT-030,ITM-02,Weekday,105,A,1.0
2025-03-26,North_01,CLIENT-006,ITM-02,Weekday,97,A,1.0
2025-01-28,North_01,CLIENT-003,ITM-10,Weekday,79,A,1.0
2025-09-10,South_01,CLIENT-017,ITM-09,Weekday,110,A,1.0
2025-12-31,South_01,CLIENT-019,ITM-02,Weekday,115,A,1.0
2025-04-14,East_01,CLIENT-026,ITM-03,Weekday,30,A,4.0
2025-04-24,Central_01,CLIENT-024,ITM-03,Weekday,123,A,11.0
2025-07-07,East_01,CLIENT-027,ITM-02,Weekday,39,A,0.5
2025-12-31,North_01,CLIENT-005,ITM-02,Weekday,86,A,1.0
2025-05-07,North_02,CLIENT-013,ITM-03,Weekday,34,A,3.0
2025-09-04,South_01,CLIENT-014,ITM-03,Weekday,111,A,12.0
2025-02-18,South_01,CLIENT-018,ITM-01,Weekday,118,B,3.0
2025-01-15,North_01,CLIENT-001,ITM-01,Weekday,77,A,4.0
2025-03-05,North_02,CLIENT-007,ITM-09,Weekday,85,A,1.0
2025-11-03,North_01,CLIENT-001,ITM-03,Weekday,73,A,9.0
2025-04-08,Central_01,CLIENT-025,ITM-09,Weekday,22,A,1.0
2025-07-21,North_02,CLIENT-013,ITM-02,Weekday,31,A,0.5
2025-10-02,Central_01,CLIENT-023,ITM-03,Gandhi Jayanti,6,A,1.0
2025-03-05,South_01,CLIENT-018,ITM-02,Weekday,107,A,1.0
2025-08-28,North_02,CLIENT-007,ITM-09,Weekday,69,A,1.0
2025-04-06,South_01,CLIENT-014,ITM-01,Weekend,13,A,1.0
2025-05-09,North_02,CLIENT-008,ITM-10,Weekday,86,A,1.0
2025-10-03,North_01,CLIENT-001,ITM-01,Weekday,76,A,4.0
2025-02-07,Central_01,CLIENT-023,ITM-02,Weekday,26,A,0.5
2025-04-14,East_01,CLIENT-028,ITM-02,Weekday,25,A,0.5
2025-11-21,Central_01,CLIENT-024,ITM-03,Weekday,127,A,11.0
2025-10-31,North_02,CLIENT-012,ITM-10,Weekday,80,A,1.0
2025-07-29,North_01,CLIENT-003,ITM-10,Weekday,75,A,1.0
2025-09-04,Central_01,CLIENT-021,ITM-02,Weekday,67,A,0.5
2025-01-09,Central_01,CLIENT-020,ITM-03,Weekday,24,A,2.0
2025-04-01,East_01,CLIENT-029,ITM-03,Weekday,24,A,2.0
2025-05-24,North_01,CLIENT-006,ITM-03,Weekend,13,A,1.0
2025-10-10,East_01,CLIENT-027,ITM-07,Weekday,38,A,1.0
2025-07-23,South_01,CLIENT-018,ITM-02,Weekday,105,A,1.0
2025-08-27,East_01,CLIENT-028,ITM-08,Weekday,39,A,1.0
2025-08-19,North_01,CLIENT-002,ITM-10,Weekday,99,A,1.0
2025-12-01,Central_01,CLIENT-022,ITM-02,Weekday,43,A,0.5
2025-09-19,East_01,CLIENT-032,ITM-01,Weekday,27,A,1.0
2025-07-02,East_01,CLIENT-031,ITM-03,Weekday,19,B,1.0
2025-11-11,North_02,CLIENT-008,ITM-01,Weekday,81,A,5.0
2025-02-06,North_02,CLIENT-013,ITM-01,Weekday,21,A,1.0
2025-12-22,Central_01,CLIENT-024,ITM-08,Weekday,135,A,1.0
2025-10-08,Central_01,CLIENT-021,ITM-03,Weekday,79,A,7.0
2025-08-28,North_01,CLIENT-004,ITM-03,Weekday,34,A,3.0
2025-06-03,Central_01,CLIENT-023,ITM-01,Weekday,33,A,2.0
2025-04-26,Central_01,CLIENT-020,ITM-01,Weekday,23,A,1.0
2025-09-05,North_02,CLIENT-007,ITM-10,Weekday,71,A,1.0
2025-11-01,East_01,CLIENT-026,ITM-04,Weekday,27,A,1.0
2025-06-29,North_02,CLIENT-012,ITM-03,Weekend,12,A,1.0
2025-06-26,North_02,CLIENT-009,ITM-01,Weekday,22,A,1.0
2025-03-13,East_01,CLIENT-030,ITM-01,Weekday,125,A,8.0
2025-01-20,North_01,CLIENT-002,ITM-01,Weekday,90,A,5.0
2025-09-08,South_01,CLIENT-014,ITM-09,Weekday,118,A,1.0
2025-10-06,East_01,CLIENT-030,ITM-02,Weekday,105,A,1.0
2025-10-06,South_01,CLIENT-014,ITM-09,Weekday,119,A,1.0
2025-08-28,North_01,CLIENT-006,ITM-01,Weekday,87,A,5.0
2025-03-14,South_01,CLIENT-015,ITM-01,Holi,19,A,1.0
2025-12-11,South_01,CLIENT-018,ITM-01,Weekday,108,A,7.0
2025-06-13,South_01,CLIENT-016,ITM-01,Weekday,69,A,4.0
2025-01-11,North_01,CLIENT-003,ITM-02,Weekday,71,A,1.0
2025-12-16,North_02,CLIENT-013,ITM-02,Weekday,30,A,0.5
2025-04-08,North_02,CLIENT-013,ITM-04,Weekday,23,A,1.0
2025-10-09,North_01,CLIENT-006,ITM-08,Weekday,81,A,1.0
2025-05-29,South_01,CLIENT-015,ITM-02,Weekday,120,A,1.5
2025-01-03,North_02,CLIENT-007,ITM-09,Weekday,88,A,1.0
2025-03-28,South_01,CLIENT-017,ITM-03,Weekday,101,A,12.0
2025-03-08,South_01,CLIENT-015,ITM-03,Weekday,135,A,13.0
2025-07-02,North_02,CLIENT-007,ITM-02,Weekday,79,A,1.0
2025-01-21,North_01,CLIENT-005,ITM-02,Weekday,84,A,1.0
2025-12-12,South_01,CLIENT-014,ITM-01,Weekday,105,A,7.0
2025-06-05,North_01,CLIENT-001,ITM-02,Weekday,81,A,0.5
2025-01-20,North_01,CLIENT-006,ITM-02,Weekday,96,A,1.0
2025-10-24,North_02,CLIENT-010,ITM-05,Weekday,106,A,1.0
2025-08-28,Central_01,CLIENT-022,ITM-01,Weekday,44,A,2.0
2025-07-02,North_02,CLIENT-007,ITM-10,Weekday,79,A,1.0
2025-04-02,North_02,CLIENT-011,ITM-03,Weekday,66,A,7.0
2025-03-12,North_02,CLIENT-007,ITM-01,Weekday,80,A,5.0
2025-02-03,North_02,CLIENT-013,ITM-03,Weekday,21,A,2.0
2025-01-01,East_01,CLIENT-029,ITM-01,Weekday,21,A,1.0
2025-02-17,North_01,CLIENT-005,ITM-06,Weekday,86,A,1.0
2025-07-07,East_01,CLIENT-029,ITM-03,Weekday,22,A,2.0
2025-06-26,North_01,CLIENT-005,ITM-09,Weekday,87,A,1.0
2025-09-23,East_01,CLIENT-028,ITM-02,Weekday,43,A,0.5
2025-02-25,North_02,CLIENT-008,ITM-10,Weekday,67,A,1.0
2025-09-29,Central_01,CLIENT-025,ITM-01,Weekday,28,A,1.0
2025-08-07,North_02,CLIENT-007,ITM-03,Weekday,72,A,7.0
2025-03-06,South_01,CLIENT-016,ITM-02,Weekday,77,A,1.0
2025-01-13,East_01,CLIENT-028,ITM-03,Weekday,25,A,3.0
2025-05-24,North_02,CLIENT-011,ITM-09,Weekday,73,A,1.0
2025-10-10,South_01,CLIENT-018,ITM-06,Weekday,104,A,1.0
2025-01-27,North_01,CLIENT-003,ITM-09,Weekday,79,A,1.0
2025-03-10,East_01,CLIENT-031,ITM-03,Weekday,19,A,2.0
2025-03-13,East_01,CLIENT-028,ITM-01,Weekday,26,A,1.0
2025-11-03,Central_01,CLIENT-023,ITM-03,Weekday,34,A,3.0
2025-05-28,South_01,CLIENT-018,ITM-10,Weekday,119,A,1.0
2025-03-15,North_02,CLIENT-010,ITM-09,Weekday,120,A,1.0
2025-11-07,North_02,CLIENT-007,ITM-01,Weekday,76,A,4.0
2025-08-05,North_01,CLIENT-003,ITM-09,Weekday,74,A,1.0
2025-12-18,North_01,CLIENT-006,ITM-07,Weekday,92,A,1.0
2025-06-06,East_01,CLIENT-027,ITM-03,Weekday,39,A,4.0
2025-07-17,Central_01,CLIENT-021,ITM-01,Weekday,80,A,4.0
2025-02-20,North_02,CLIENT-010,ITM-09,Weekday,107,A,1.0
2025-12-11,South_01,CLIENT-014,ITM-03,Weekday,107,A,14.0
2025-03-06,South_01,CLIENT-017,ITM-03,Weekday,93,A,9.0
2025-05-27,North_01,CLIENT-001,ITM-01,Weekday,76,A,4.0
2025-12-28,North_02,CLIENT-011,ITM-09,Weekday,70,A,1.0
2025-12-03,South_01,CLIENT-019,ITM-02,Weekday,116,A,1.5
2025-01-01,North_02,CLIENT-007,ITM-03,Weekday,89,A,9.0
2025-05-15,Central_01,CLIENT-020,ITM-03,Weekday,22,A,2.0
2025-07-28,East_01,CLIENT-031,ITM-09,Weekday,22,A,1.0
2025-01-06,South_01,CLIENT-014,ITM-02,Weekday,111,B,0.5
2025-08-27,South_01,CLIENT-014,ITM-10,Weekday,120,A,1.0
2025-07-31,North_01,CLIENT-003,ITM-02,Weekday,76,A,0.5
2025-01-09,East_01,CLIENT-028,ITM-03,Weekday,26,A,2.0
2025-07-08,North_01,CLIENT-001,ITM-10,Weekday,82,A,1.0
2025-11-10,East_01,CLIENT-030,ITM-02,Weekday,104,A,1.0
2025-07-03,North_01,CLIENT-003,ITM-10,Weekday,80,A,1.0
2025-10-22,South_01,CLIENT-017,ITM-08,Weekday,99,A,1.0
2025-12-03,North_01,CLIENT-003,ITM-10,Weekday,74,A,1.0
2025-07-31,East_01,CLIENT-032,ITM-01,Weekday,27,A,1.0
2025-08-04,North_01,CLIENT-005,ITM-02,Weekday,89,A,1.0
2025-11-17,Central_01,CLIENT-020,ITM-03,Weekday,25,A,3.0
2025-02-27,South_01,CLIENT-019,ITM-01,Weekday,96,A,6.0
2025-07-10,Central_01,CLIENT-024,ITM-07,Weekday,123,A,1.0
2025-12-30,Central_01,CLIENT-022,ITM-01,Weekday,37,A,2.0
2025-04-30,North_01,CLIENT-001,ITM-01,Weekday,77,A,4.0
2025-05-20,North_02,CLIENT-007,ITM-01,Weekday,83,A,4.0
2025-05-06,North_02,CLIENT-008,ITM-07,Weekday,86,A,1.0
2025-08-21,Central_01,CLIENT-023,ITM-02,Weekday,31,A,0.5
2025-05-20,North_02,CLIENT-007,ITM-03,Weekday,83,A,7.0
2025-10-24,North_02,CLIENT-010,ITM-01,Weekday,106,A,6.0
2025-07-11,North_02,CLIENT-007,ITM-10,Weekday,70,A,1.0
2025-03-05,East_01,CLIENT-031,ITM-03,Weekday,22,A,3.0
2025-09-18,East_01,CLIENT-026,ITM-02,Weekday,26,A,0.5
2025-01-14,North_02,CLIENT-010,ITM-02,Weekday,121,A,1.5
2025-05-16,North_01,CLIENT-006,ITM-02,Weekday,95,A,1.0
2025-11-23,South_01,CLIENT-015,ITM-03,Weekday,124,A,13.0
2025-11-25,North_02,CLIENT-010,ITM-09,Weekday,118,A,1.0
2025-06-03,South_01,CLIENT-019,ITM-10,Weekday,104,A,1.0
2025-02-17,North_01,CLIENT-003,ITM-01,Weekday,80,A,4.0
2025-07-21,South_01,CLIENT-014,ITM-01,Weekday,116,A,
2025-01-29,Central_01,CLIENT-021,ITM-01,Weekday,78,A,5.0
2025-10-28,North_01,CLIENT-003,ITM-01,Weekday,75,A,5.0
2025-06-27,South_01,CLIENT-016,ITM-09,Weekday,71,A,1.0
2025-05-12,North_01,CLIENT-001,ITM-02,Weekday,84,A,1.0
2025-06-19,North_02,CLIENT-009,ITM-09,Weekday,19,A,1.0
2025-06-16,South_01,CLIENT-014,ITM-02,Weekday,115,A,1.0
2025-08-19,North_01,CLIENT-006,ITM-02,Weekday,95,A,1.0
2025-11-29,North_02,CLIENT-011,ITM-07,Weekday,73,A,1.0
2025-03-07,South_01,CLIENT-014,ITM-09,Weekday,109,A,1.0
2025-11-13,South_01,CLIENT-017,ITM-07,Weekday,105,A,1.0
2025-11-27,East_01,CLIENT-027,ITM-01,Weekday,36,A,2.0
2025-09-18,North_01,CLIENT-001,ITM-03,Weekday,67,A,6.0
2025-07-19,North_02,CLIENT-011,ITM-04,Weekday,70,A,1.0
2025-07-29,South_01,CLIENT-015,ITM-09,Weekday,134,A,1.0
2025-02-13,East_01,CLIENT-028,ITM-03,Weekday,25,A,2.0
2025-12-10,East_01,CLIENT-030,ITM-10,Weekday,105,A,1.0
2025-12-04,North_01,CLIENT-003,ITM-01,Weekday,78,A,4.0
2025-11-09,South_01,CLIENT-016,ITM-01,Weekend,9,A,1.0
2025-10-21,Central_01,CLIENT-021,ITM-02,Weekday,72,A,0.5
2025-06-18,North_01,CLIENT-006,ITM-03,Weekday,89,A,9.0
2025-11-12,Central_01,CLIENT-024,ITM-08,Weekday,124,A,1.0
2025-03-13,Central_01,CLIENT-022,ITM-02,Weekday,27,A,0.5
2025-10-07,North_01,CLIENT-004,ITM-01,Weekday,35,A,2.0
2025-08-13,North_02,CLIENT-008,ITM-07,Weekday,77,A,1.0
2025-11-25,North_01,CLIENT-005,ITM-01,Weekday,81,A,4.0
2025-06-25,Central_01,CLIENT-025,ITM-03,Weekday,23,A,2.0
2025-09-23,Central_01,CLIENT-024,ITM-04,Weekday,137,A,1.0
2025-11-29,East_01,CLIENT-030,ITM-01,Weekend,15,A,1.0
2025-03-10,North_01,CLIENT-002,ITM-01,Weekday,93,A,5.0
2025-11-06,North_01,CLIENT-002,ITM-03,Weekday,122,A,13.0
2025-01-08,South_01,CLIENT-017,ITM-03,Weekday,93,A,10.0
2025-06-10,East_01,CLIENT-026,ITM-01,Weekday,24,A,1.0
2025-09-30,South_01,CLIENT-017,ITM-10,Weekday,108,A,1.0
2025-06-09,South_01,CLIENT-019,ITM-06,Weekday,111,A,1.0
2025-05-30,North_02,CLIENT-010,ITM-06,Weekday,124,A,1.0
2025-01-02,South_01,CLIENT-017,ITM-01,Weekday,86,A,6.0
2025-08-07,East_01,CLIENT-026,ITM-03,Weekday,28,A,3.0
2025-01-16,South_01,CLIENT-019,ITM-09,Weekday,101,A,1.0
2025-06-02,Central_01,CLIENT-022,ITM-01,Weekday,44,A,2.0
